Id,SalePrice
2658,30444.002570131037
2718,28313.914332534478
2414,48686.99681576337
1989,29357.407821473025
625,40427.659846819995
333,23844.05783375338
1327,29122.635851997504
858,45286.80476406265
95,26956.69575362187
1568,41046.30708741592
2482,24642.609040960524
1364,29217.9155410027
2584,39122.807086673885
818,47027.69064505544
2673,51898.871587628426
2089,26597.88483080949
1297,25000.383738032135
790,36541.95899792723
2616,51479.9743022832
720,41961.73722021957
222,45125.32947680127
557,35663.49775372169
1148,39612.29599612256
2766,55208.480581618496
534,25710.736772227625
1452,37071.20337342963
630,43062.213677264095
2648,44450.582951016855
125,48524.70683351449
1904,46134.78973093045
1670,34271.73842073721
756,33032.07076185336
717,40951.30434408219
1032,35752.10237787408
852,35535.04831031425
1731,27992.88500295204
2639,43877.288443653146
2071,34658.1631620611
1267,39655.376779782004
1851,30013.361602485413
567,26812.478390576376
2439,36583.632884130755
1898,39079.55750585697
647,48136.868199084056
2256,36566.20078933769
979,34639.05685501444
1444,36384.87352072523
2485,40994.68695956527
157,42548.04777594528
88,43656.90279129238
2003,36028.0118871539
186,37080.90560108726
1425,32621.10407829273
2695,30575.339284080837
738,38395.16191766207
395,40041.982465050416
1353,40090.41695459088
1878,40716.913009403186
390,38234.97337162067
1456,34938.415916993836
1103,51368.15472861854
1387,30791.530633839546
2070,52113.138619175705
1199,46198.3662122699
2479,36405.14692398629
501,67838.51884308207
2362,49400.91887837938
1718,39187.45313337009
2188,44477.014106468516
1483,36319.564258305356
2557,37153.257831101946
437,55118.72521144152
2224,64514.48836191255
1628,38302.233457312046
397,36799.23112790199
587,51838.50381804019
971,33577.689093898865
2611,34859.09092241153
1887,26100.228161719686
2399,59658.15877660271
2148,30487.785875366477
304,34774.891205348016
1997,36799.674504386756
2817,37362.04266801046
1431,44097.171020016176
427,55326.30624135045
263,36434.207979718834
598,40627.47936480952
2895,48001.4758592017
687,35582.86873660676
1822,40883.814513615274
2191,34364.1125647086
179,34062.35690296546
1009,42043.02314164108
2010,39771.145756020705
1991,39663.05658460673
1411,40732.02833641437
1721,38994.735574244376
1144,29582.717296734045
593,35727.70922557454
575,67350.0212586434
1249,39116.08310065849
1604,38493.42057558629
1064,78679.57788034086
1923,41915.04665208061
1988,41143.8499523472
2325,39603.49322640707
114,42571.293993364554
2700,34557.93440546308
217,43492.52696494675
343,40275.171730597445
386,37449.512236422335
2005,35894.656402909575
2908,47903.49009389542
1814,48671.78703367055
2446,75822.01376708584
208,26921.148531371553
1679,20646.485973290517
822,41295.297186149866
6,37221.678107535525
1781,67621.67137093807
2397,33439.357961379894
2340,57836.96165282893
1618,39066.777409040544
2843,39630.01062849414
1061,52251.57487044044
2786,48698.10913208533
1935,37982.28037209425
1341,46805.76452629652
521,35038.850505378534
2136,39497.10719302637
996,39177.46525328563
227,43574.19194495387
135,43072.96213283835
1167,22177.140182363277
294,50164.362343108165
1776,29973.82560163911
540,25282.393450445117
1717,43439.66280154983
2303,41718.827012444235
116,45304.33301098186
127,48147.19250412479
1371,28258.14479764024
1014,63167.532549664014
1507,33279.415762591874
702,25589.7060114771
750,34448.610935942066
261,38243.31940877592
1559,43850.045655995855
577,45406.4537156759
2812,30054.220642500295
2080,27807.49525918896
1368,47844.41977854402
2376,36676.64584144342
659,32370.50723741672
1235,39049.87193788029
332,29542.374848891806
1917,33486.233869940595
2094,48422.23997430685
1460,31743.775919097417
1471,41491.27096176028
1509,25752.91858715375
1922,41866.04045258864
433,84106.43089851168
460,37238.32685647777
1116,34263.80138127078
1137,30109.014477536926
53,30645.596884347266
2354,54937.30356361871
1475,26446.17123861678
1761,66242.9493337607
842,40045.58426949734
2739,37689.766667159856
2509,27530.67914200906
1007,42685.65724272744
