Id,SalePrice
2658,783.3445620445709
2718,783.3445620445709
2414,783.3445620445709
1989,783.3445620445709
625,783.3445620445709
333,783.3445620445709
1327,783.3445620445709
858,783.3445620445709
95,783.3445620445709
1568,783.3445620445709
2482,783.3445620445709
1364,783.3445620445709
2584,783.3445620445709
818,783.3445620445709
2673,783.3445620445709
2089,783.3445620445709
1297,783.3445620445709
790,783.3445620445709
2616,783.3445620445709
720,783.3445620445709
222,783.3445620445709
557,783.3445620445709
1148,783.3445620445709
2766,783.3445620445709
534,783.3445620445709
1452,783.3445620445709
630,783.3445620445709
2648,783.3445620445709
125,783.3445620445709
1904,783.3445620445709
1670,783.3445620445709
756,783.3445620445709
717,783.3445620445709
1032,783.3445620445709
852,783.3445620445709
1731,783.3445620445709
2639,783.3445620445709
2071,783.3445620445709
1267,783.3445620445709
1851,783.3445620445709
567,783.3445620445709
2439,783.3445620445709
1898,783.3445620445709
647,783.3445620445709
2256,783.3445620445709
979,783.3445620445709
1444,783.3445620445709
2485,783.3445620445709
157,783.3445620445709
88,783.3445620445709
2003,783.3445620445709
186,783.3445620445709
1425,783.3445620445709
2695,783.3445620445709
738,783.3445620445709
395,783.3445620445709
1353,783.3445620445709
1878,783.3445620445709
390,783.3445620445709
1456,783.3445620445709
1103,783.3445620445709
1387,783.3445620445709
2070,783.3445620445709
1199,783.3445620445709
2479,783.3445620445709
501,783.3445620445709
2362,783.3445620445709
1718,783.3445620445709
2188,783.3445620445709
1483,783.3445620445709
2557,783.3445620445709
437,783.3445620445709
2224,783.3445620445709
1628,783.3445620445709
397,783.3445620445709
587,783.3445620445709
971,783.3445620445709
2611,783.3445620445709
1887,783.3445620445709
2399,783.3445620445709
2148,783.3445620445709
304,783.3445620445709
1997,783.3445620445709
2817,783.3445620445709
1431,783.3445620445709
427,783.3445620445709
263,783.3445620445709
598,783.3445620445709
2895,783.3445620445709
687,783.3445620445709
1822,783.3445620445709
2191,783.3445620445709
179,783.3445620445709
1009,783.3445620445709
2010,783.3445620445709
1991,783.3445620445709
1411,783.3445620445709
1721,783.3445620445709
1144,783.3445620445709
593,783.3445620445709
575,783.3445620445709
1249,783.3445620445709
1604,783.3445620445709
1064,783.3445620445709
1923,783.3445620445709
1988,783.3445620445709
2325,783.3445620445709
114,783.3445620445709
2700,783.3445620445709
217,783.3445620445709
343,783.3445620445709
386,783.3445620445709
2005,783.3445620445709
2908,783.3445620445709
1814,783.3445620445709
2446,783.3445620445709
208,783.3445620445709
1679,783.3445620445709
822,783.3445620445709
6,783.3445620445709
1781,783.3445620445709
2397,783.3445620445709
2340,783.3445620445709
1618,783.3445620445709
2843,783.3445620445709
1061,783.3445620445709
2786,783.3445620445709
1935,783.3445620445709
1341,783.3445620445709
521,783.3445620445709
2136,783.3445620445709
996,783.3445620445709
227,783.3445620445709
135,783.3445620445709
1167,783.3445620445709
294,783.3445620445709
1776,783.3445620445709
540,783.3445620445709
1717,783.3445620445709
2303,783.3445620445709
116,783.3445620445709
127,783.3445620445709
1371,783.3445620445709
1014,783.3445620445709
1507,783.3445620445709
702,783.3445620445709
750,783.3445620445709
261,783.3445620445709
1559,783.3445620445709
577,783.3445620445709
2812,783.3445620445709
2080,783.3445620445709
1368,783.3445620445709
2376,783.3445620445709
659,783.3445620445709
1235,783.3445620445709
332,783.3445620445709
1917,783.3445620445709
2094,783.3445620445709
1460,783.3445620445709
1471,783.3445620445709
1509,783.3445620445709
1922,783.3445620445709
433,783.3445620445709
460,783.3445620445709
1116,783.3445620445709
1137,783.3445620445709
53,783.3445620445709
2354,783.3445620445709
1475,783.3445620445709
1761,783.3445620445709
842,783.3445620445709
2739,783.3445620445709
2509,783.3445620445709
1007,783.3445620445709
2610,783.3445620445709
1952,783.3445620445709
2719,783.3445620445709
2921,783.3445620445709
1966,783.3445620445709
292,783.3445620445709
1204,783.3445620445709
1829,783.3445620445709
2419,783.3445620445709
391,783.3445620445709
798,783.3445620445709
481,783.3445620445709
193,783.3445620445709
555,783.3445620445709
899,783.3445620445709
2357,783.3445620445709
328,783.3445620445709
1356,783.3445620445709
1154,783.3445620445709
1730,783.3445620445709
2249,783.3445620445709
1119,783.3445620445709
2856,783.3445620445709
1394,783.3445620445709
2587,783.3445620445709
61,783.3445620445709
2661,783.3445620445709
2711,783.3445620445709
1147,783.3445620445709
757,783.3445620445709
2623,783.3445620445709
2378,783.3445620445709
1413,783.3445620445709
1722,783.3445620445709
1112,783.3445620445709
1623,783.3445620445709
1201,783.3445620445709
1513,783.3445620445709
