Id,SalePrice
2658,73722.91810483653
2718,103815.67538945323
2414,127095.51476427104
1989,75691.78126332449
625,106313.83185742897
333,68163.5139310412
1327,78802.07403641687
858,104098.96259562712
95,112249.11386083401
1568,109501.7225782903
2482,91546.85736398381
1364,82777.24474559222
2584,90356.21111989534
818,157252.9942304266
2673,105480.38976119805
2089,78967.40043901108
1297,86308.54341163866
790,86574.61672834042
2616,120369.34828523762
720,101881.44380884421
222,93852.4680609351
557,85912.52059153409
1148,117365.46958785917
2766,116423.62586790847
534,100477.85735089493
1452,85112.64815223502
630,97866.37816780426
2648,90229.91592262985
125,107125.9799259503
1904,64997.620705166206
1670,81758.2051508869
756,78862.30031611572
717,109483.55602551895
1032,99007.59992654443
852,117890.79769960832
1731,106223.49736672244
2639,86642.91647190499
2071,72870.07968925191
1267,87333.49783001866
1851,117398.18009830014
567,102951.93583553126
2439,118185.39637521363
1898,96056.0062513297
647,99656.07209517
2256,117513.37610642346
979,70075.77484695193
1444,126322.74468314144
2485,91308.48333648698
157,88810.36588772899
88,95515.51502496203
2003,78139.3678275394
186,105035.75176098119
1425,129344.61330819514
2695,86708.61864534582
738,90178.90500519899
395,93254.35832837064
1353,102973.8760053405
1878,94902.57564402951
390,95497.20125464241
1456,130362.89185110631
1103,172982.32971481688
1387,87785.25227845887
2070,99053.09920558262
1199,111319.81325537112
2479,112951.39393387028
501,164563.84761615455
2362,84287.38770018434
1718,124878.38917672267
2188,82661.1842986025
1483,103916.37806672072
2557,81834.96158019533
437,198146.83751931574
2224,136697.26124276075
1628,100067.63193379463
397,91572.24750159019
587,127127.5424993078
971,90789.75102500479
2611,96394.61669237676
1887,73017.01727762104
2399,178986.96382771293
2148,112452.10551770235
304,86040.40885817686
1997,89332.9083188228
2817,88367.68636136035
1431,133159.78881504585
427,178508.39536793617
263,86597.45579111716
598,114737.36556692047
2895,113016.79193574659
687,80109.76744212206
1822,91445.27608005564
2191,87749.46418092238
179,83151.71499942776
1009,117910.7525982853
2010,93543.64454126595
1991,94514.49711102979
1411,104050.33063099647
1721,121441.05978756532
1144,116003.55271544156
593,122067.71052213959
575,163623.8853408618
1249,105220.23604177583
1604,90811.34418501567
1064,223312.65418375802
1923,96567.96710093366
1988,79269.08550407327
2325,110833.47043012962
114,123494.80892376162
2700,106173.78260950337
217,100498.01506801255
343,109164.69771914641
386,118987.71504100687
2005,98001.09897012661
2908,101534.8933380191
1814,135911.5846003526
2446,249183.232777588
208,84548.81781389669
1679,74713.45426460721
822,160324.7972905953
6,120604.50495125428
1781,188049.74788045158
2397,157770.1034938852
2340,169213.95814838936
1618,111852.91079971456
2843,93827.22070229538
1061,172897.55798943827
2786,91450.43329761561
1935,89711.69308288707
1341,85789.67263501331
521,141541.21120412624
2136,95324.13309629446
996,123284.6913083954
227,101699.94785257947
135,110989.97575376288
1167,101698.39506384482
294,145163.56282023506
1776,112755.97837765154
540,93643.1215976476
1717,128717.85210239902
2303,93200.14628038811
116,109194.58249500643
127,94397.57429755417
1371,84612.0477120725
1014,118131.35518586307
1507,71399.48394832555
702,80597.71390727474
750,94589.22224334268
261,95002.98280598887
1559,79367.08840794349
577,139128.41597686204
2812,114629.44663359708
2080,96625.50418325007
1368,78064.85567607069
2376,87973.75090880098
659,75280.08772413913
1235,90345.65201551605
332,64179.93873071337
1917,87867.92624526238
2094,143621.3526727829
1460,133143.42932268578
1471,132782.11545012187
1509,82120.81526312638
1922,91311.36354111797
433,240221.60472545034
460,127436.69948051032
1116,129648.94284353664
1137,98411.38656255332
53,101960.25952963033
2354,159537.79526087464
1475,110779.74290918725
1761,238160.52717209986
842,102176.53977056645
2739,111531.03729615652
2509,96939.39688524757
1007,116538.55287353366
2610,106213.06719983032
1952,71712.53826914061
2719,106096.61093684194
2921,63658.185455542116
1966,98593.6219363213
292,93752.507696181
1204,105328.59768388653
1829,160698.28939649824
2419,108187.64985555153
391,92305.00938159523
798,79017.45656490461
481,117578.86959814903
193,122994.3732593419
555,89482.3862895911
899,63826.51110948094
2357,108688.42502879127
328,82363.55763026283
1356,93426.8974406356
1154,91809.23053295577
1730,108585.48740164356
2249,104218.79424130097
1119,156912.68274727746
2856,93603.5579077037
1394,92163.2554705692
2587,75986.12648963908
61,163402.24080935493
2661,96007.93571573203
2711,88749.9846120856
1147,108513.44941317994
757,84372.78181244133
2623,84687.44945382533
2378,88124.26025061304
1413,86490.01771302124
1722,115224.11744190604
1112,140833.80133221528
1623,119183.54055593716
1201,121281.23089956788
1513,87353.74895665936
957,275085.3894124086
1171,137360.93200753178
1145,113579.15094811053
2726,127428.11119888708
703,82496.43593333654
760,91252.34671952449
1964,97983.32887025397
2512,102884.32363434703
159,90449.89070057974
1281,101469.35929265637
468,114033.58013613263
290,77700.27711793318
665,74734.77406261998
1463,134563.56292065448
1792,122981.4282796463
923,103639.80982317493
500,144742.50185487757
1408,122991.95150352402
331,71660.23936424441
170,85651.20213363312
2192,73575.68532563635
2571,154085.4288546216
2314,113126.60467740442
2647,67877.06350816187
422,217365.13086796878
2457,185944.44348697033
1838,111044.85393559819
2805,139464.06092542177
1645,104446.41015414034
1711,152253.43618636686
2825,135030.65712665144
322,166161.45683911853
2103,136727.18547999486
