Id,SalePrice
2658,66184.26100374301
2718,68532.19373039284
2414,150282.6787710511
1989,69380.63239708659
625,96207.55015381626
333,58663.92250092748
1327,71768.15810027873
858,91060.60434609573
95,115837.884966234
1568,110047.54232424244
2482,64817.02065636149
1364,67793.44509832886
2584,72733.51391755084
818,131547.28475994087
2673,85729.27259050368
2089,19899.18940921605
1297,37464.23168199445
790,66968.35341762299
2616,136055.18959400317
720,74299.56220031768
222,48352.99824902159
557,60611.190729691705
1148,70005.87086769713
2766,122719.38657436342
534,78093.7662939193
1452,55383.40672934947
630,33025.450747416675
2648,53006.30109389688
125,68587.75819667254
1904,32255.11742490629
1670,58856.95419417936
756,37658.45427029222
717,121023.44552624863
1032,63313.24287993756
852,117729.09868347365
1731,115141.05131114545
2639,66361.97843359565
2071,14107.592051668238
1267,15701.403666283033
1851,112387.68770979255
567,81242.44561271908
2439,113081.31192463916
1898,77745.17353561825
647,82883.98775062434
2256,127439.90483218888
979,74840.35952248627
1444,127027.21227652355
2485,85234.37108085112
157,76848.05125826252
88,58653.017534559855
2003,75459.61113954322
186,81374.11052941653
1425,139880.06840035287
2695,74828.7372305316
738,113463.05404429913
395,82104.88715579765
1353,91683.96997707454
1878,93646.11710358805
390,78447.06014398322
1456,129804.39848423039
1103,174546.60674952148
1387,18878.749410199467
2070,123684.88865248341
1199,76465.21402955217
2479,105344.25667980003
501,158264.94484773432
2362,40725.25996359193
1718,106881.63835278721
2188,57843.08329777249
1483,106348.18370386018
2557,72106.91521241244
437,196601.82641583114
2224,162802.6823922249
1628,79965.82339659336
397,63291.85983660845
587,86376.31937916571
971,109585.16084793243
2611,102594.18327267814
1887,16098.927416466118
2399,189349.2046994528
2148,105778.34438948707
304,75244.18666429265
1997,58821.454001877326
2817,57861.132589608664
1431,139371.7984292717
427,160300.63353400657
263,72047.21105412762
598,132461.11269224237
2895,107162.3608792657
687,38255.93756713945
1822,61588.49921649553
2191,63822.2787566613
179,82672.75139382266
1009,128632.09922620235
2010,113867.22510767699
1991,70601.47282469113
1411,87626.47516223846
1721,127626.40982495196
1144,110979.10717153596
593,114036.8773418781
575,189022.32484056984
1249,104991.68842608274
1604,53753.64053333319
1064,247598.97440716205
1923,65642.90784293311
1988,44567.96467114048
2325,102474.30096447765
114,127158.64549136037
2700,97260.12805271489
217,82341.11057473005
343,128742.86833370457
386,77095.47875944854
2005,60598.35419153025
2908,88512.39822142117
1814,140292.52203945065
2446,174841.28027099668
208,41113.816586187575
1679,56189.341023047935
822,177657.92780598547
6,110513.93864683367
1781,241194.40855311262
2397,174775.50713704774
2340,189586.84017751308
1618,113418.92546220533
2843,59228.21642004652
1061,182106.69601173248
2786,62177.60070556526
1935,84198.47381586209
1341,62152.24566661866
521,153146.3581085794
2136,88231.01004412463
996,123949.26889400199
227,70482.48433132404
135,112499.76455102107
1167,94097.8881742652
294,151093.92240188556
1776,87212.74117970848
540,75407.95031943532
1717,108194.9537959877
2303,87089.05656763651
116,76774.81718186552
127,61517.41402933102
1371,68756.43136021473
1014,165566.59739126157
1507,14508.051233057922
702,91299.26426989948
750,104467.14166564753
261,84051.21919240142
1559,66248.26147749939
577,132200.72446485434
2812,114746.41236064534
2080,82677.48224656368
1368,66839.60097442228
2376,74209.23543739112
659,50317.468133309405
1235,67401.00636241486
332,50091.37900175754
1917,79995.08946039638
2094,157008.09493195836
1460,148282.12828677578
1471,128424.11618640702
1509,57876.0472829604
1922,67283.10674086158
433,326991.7936552855
460,115588.71866167994
1116,144285.08935521188
1137,84416.10781492249
53,77359.9114113106
2354,181164.72376732578
1475,107369.07947506539
1761,227441.50945123206
842,101434.14863517853
2739,120560.5554137473
2509,85956.92971242357
1007,106543.42537812826
2610,100921.64569100871
1952,30718.523555753636
2719,90874.75714716638
2921,71484.48974397349
1966,96978.18490327713
292,83056.0442957058
1204,56051.547943714715
1829,127447.55411704833
2419,108714.9726523344
391,74256.86691000314
798,41283.49096231986
481,118915.6790757527
193,125683.91431505847
555,58283.21357974238
899,8709.986373207706
2357,93257.79451163356
328,112751.31150955943
1356,87214.13715453776
1154,48572.49260617737
1730,116101.61824993539
2249,78155.70099967602
1119,183109.96851451293
2856,110276.83507394943
1394,89762.52738362485
2587,26444.54153575006
61,144646.3155910726
2661,64117.83517631749
2711,80339.070218678
1147,26240.970278832043
757,49213.644156759896
2623,56331.15500429085
2378,74964.26739313977
1413,78125.53663485404
1722,101076.97356040464
1112,139552.19183442165
1623,130742.08908151598
1201,143904.656246691
1513,56176.573643853655
957,318690.49032258196
1171,142307.35372161077
1145,102132.60276364397
2726,141683.00094586026
703,52008.34139257656
760,52553.46887900187
1964,92940.91969259192
2512,78607.4884978879
159,86903.11561291124
1281,107751.68326445861
468,115783.5179222881
290,64369.86228995316
665,54322.030905486696
1463,118601.35356115448
1792,115456.35627188423
923,97188.11139152771
500,154938.39762379468
1408,129697.56930607365
331,85272.87512884958
170,166633.63150503466
2192,48122.26216634615
2571,154377.99002435667
2314,117024.67637565779
2647,54970.452061313816
422,224247.40656968945
2457,206695.16085915378
1838,99680.96236701001
2805,161351.05353869929
1645,82284.22301688418
1711,143582.21011175174
2825,169528.4905597004
322,157057.05732465073
2103,147551.4550189763
342,67039.19519403577
600,88733.42360776977
488,109408.28954736801
1725,133186.97384470337
2246,232355.98807606183
2847,84010.30190831394
806,124418.323742449
530,138320.74792918263
963,96561.70874052598
2678,78387.25439516293
171,39303.74847601922
2401,237580.50771184458
805,130857.66726217141
2259,128409.38079637254
1748,95774.07119748445
1361,68492.84037395426
1677,43438.739796185895
1406,77719.2841174866
2322,155578.24546850263
688,95152.84696782345
143,84918.00686856151
804,108806.90591517507
1214,109570.2006306655
2828,86238.1353802255
1999,115760.03449296454
2467,116016.15403127728
2665,67029.65730352953
1538,203986.782824099
398,62114.48895669376
2822,119283.09148957976
2157,95326.53538603554
1856,105254.004996019
1269,35222.0072058278
2570,72887.00426183078
2320,132236.81314422007
1517,63851.564317418946
2304,91599.42994737359
1312,43367.82059023896
2012,71183.48505088047
506,184063.411356123
2865,122564.55759906545
2367,51610.002072657386
554,60196.83943030289
238,66953.08671608257
1954,50750.73584368393
2488,29195.42924295485
2291,58499.35832370144
1969,55906.25470766211
2725,96878.1881139042
1482,102643.06785118685
2763,130547.15818090961
503,142892.9853200257
1584,128028.49605039501
1531,49595.334586978395
2210,146154.88641540302
459,152117.41978882317
556,81927.4455455791
1347,60212.25185265514
1290,42671.66652904023
1388,32825.663844831084
1571,654764.3566932934
2754,117915.24551745295
765,97725.43330270596
2494,62982.45878756844
2870,168368.60883577107
7,112007.2169308518
1114,140154.94832821155
2418,147254.3807496315
291,105208.82804715792
18,228186.85848175694
39,192115.18522191
1001,120918.19077546944
2442,134904.65127343722
616,98072.03206798519
2680,65340.466416592404
1414,47431.68644736076
289,99586.73751823306
40,124247.45335665929
860,83006.26342486123
409,67125.13352023922
673,91455.2371725479
2427,73723.16977568096
2036,97451.42550796064
2564,76518.4050183067
642,74128.48667884272
1008,123402.0281157899
1908,72397.39139690208
2519,139141.36030442372
1369,11922.459886105004
2855,90547.02588667524
712,54463.286131552755
1943,83663.49238725509
1958,68383.4178052114
107,96400.84560186799
2295,192673.63110760867
704,64904.329511351534
676,40136.86357985638
259,103268.1971901277
93,135238.3809035597
106,130645.8485735885
2315,129171.84401988113
1050,36989.11989700471
1095,132385.08949943632
2709,104630.30396045039
758,29081.400343326357
1496,73308.04596603471
2370,43931.89112559904
2458,185513.3815377569
2733,53042.69644871437
161,147191.68772399987
726,85119.05629203653
845,110608.78425032998
947,106271.24469388905
2232,43076.27002220464
2563,58953.543392469655
2299,109472.31380081602
211,45548.71798532388
605,81529.78041885515
1478,101010.51158266414
2247,200946.52910971481
